,MES,PESO SIMULADO
250,10,196.1458894878
251,10,161.33858822055
252,10,183.77798539223
253,10,224.26127001043
254,10,184.45046420538003
255,10,141.63679430816
256,10,148.28718016115
257,10,173.71465075037
258,10,172.90827363828998
259,10,147.96483731362
260,10,186.68457294268998
261,10,226.86155359619
262,10,170.70673636478
263,10,172.43090812546
264,10,98.543689476658
265,10,151.34301512385
266,10,128.44891438996
267,10,165.70931791360002
268,10,199.44669495436
269,10,236.36096318945
270,10,246.54429472060002
271,10,175.67528212211997
272,10,168.15274108523002
273,10,210.24810247978002
274,10,198.13588998648999
275,10,208.31429292058
276,10,208.79632467652002
277,10,125.22870858351001
278,10,199.99346650556
279,10,176.61305619086997
280,10,151.87066205253
281,10,154.33696860369
282,10,227.41393684854
283,10,150.03970840167
284,10,134.23772094555
285,10,187.94339858086997
286,10,254.39855539874
287,10,180.94551403626
288,10,191.40707914113
289,10,145.28485320677
290,10,241.94599021582997
291,10,184.62456243226
292,10,199.61374649236998
293,10,144.77347573414
294,10,211.59958427416
295,10,194.39839217716
296,10,137.22795985679
297,10,181.47038469860001
298,10,163.32785166282
299,10,184.04217384163002
300,11,187.72954482948998
301,11,189.97363877799998
302,11,158.78219997087
303,11,185.03819890748002
304,11,225.36149360189998
305,11,261.55290764775003
306,11,154.06076273172
307,11,284.96423853821
308,11,253.46488461276002
309,11,203.23477750805
310,11,185.85535841502
311,11,171.14979198391
312,11,227.81251130379
313,11,171.29960559376002
314,11,179.91032925404
315,11,229.69383405867
316,11,213.12993474006
317,11,230.17965243301003
318,11,215.67508503396
319,11,182.16680598591
320,11,177.98762355233
321,11,226.46560106065
322,11,172.16596393173
323,11,240.90638458606003
324,11,226.25597291602998
325,11,207.64569530292
326,11,197.11936623883
327,11,210.52783593650003
328,11,327.48707927854
329,11,192.83984348706002
330,11,139.40602440728
331,11,267.8587849319
332,11,219.56430396981997
333,11,173.02726994561002
334,11,293.84139174587995
335,11,217.38516556758
336,11,207.88553632453
337,11,168.21977946462
338,11,157.59758644467
339,11,131.56868080449
340,11,181.35197717176
341,11,158.03521011996
342,11,220.96694406395
343,11,185.247757025
344,11,262.4526880599
345,11,252.89154862212996
346,11,203.06838172557
347,11,186.53774256331002
348,11,239.63013489409
349,11,154.57921761168
350,12,226.27424916512996
351,12,173.90459318046
352,12,184.38741467525003
353,12,173.79970533846
354,12,222.44953164673998
355,12,169.65435289859
356,12,158.5211130875
357,12,221.56615375018998
358,12,183.48627532438
359,12,214.10189942907
360,12,186.2763195641
361,12,210.51208761095
362,12,99.986475111278
363,12,218.16870099507
364,12,272.28887675726
365,12,240.53228425404
366,12,235.52496659887996
367,12,190.65047982255
368,12,207.05892511191
369,12,209.52573232571999
370,12,203.75932249705002
371,12,167.61172859285
372,12,186.26216475917
373,12,193.18377345778
374,12,181.25451664023998
375,12,232.63663174529
376,12,298.99562431417
377,12,148.38996419226
378,12,205.00527027038999
379,12,143.74721301892
380,12,250.79782017468
381,12,254.98654850073999
382,12,135.16082415603
383,12,275.80369465729
384,12,157.69676036273
385,12,208.84594002583
386,12,242.8582388969
387,12,205.74036134641997
388,12,289.5309667075
389,12,307.34975722622
390,12,205.39439126781002
391,12,125.62441787345
392,12,185.76527325843003
393,12,166.92370954858
394,12,170.17461878366998
395,12,156.01990223306
396,12,203.04936690825
397,12,282.15855657252996
398,12,172.08195166778
399,12,189.05988919208
400,13,258.82547518516003
401,13,260.72567816932997
402,13,230.90718046938
403,13,253.06667593403
404,13,246.69976686442996
405,13,195.34792698113
406,13,228.58461411122002
407,13,198.73564867906003
408,13,174.10539068001998
409,13,237.02456391153999
410,13,213.76559722397
411,13,203.32805766150003
412,13,222.9608256551
413,13,251.49548236837998
414,13,227.11031736497998
415,13,218.97660633507
416,13,222.47118321578
417,13,213.10003278562002
418,13,179.24688399848
419,13,243.25805012652
420,13,268.76518499073
421,13,189.10195806452998
422,13,290.03809562227997
423,13,203.77385056244
424,13,201.00623513805002
425,13,174.19837299288997
426,13,178.51418853061
427,13,171.92803767091
428,13,225.51012362369
429,13,276.47807928036
430,13,232.62628029682003
431,13,246.02229434722
432,13,266.01570740387996
433,13,108.51912888088002
434,13,204.13006779104
435,13,225.47362789561
436,13,240.40740274509997
437,13,157.50108281200002
438,13,169.75937297848998
439,13,243.41802225964
440,13,206.22057552499
441,13,233.67668540301003
442,13,171.61356300651002
443,13,144.01410177249
444,13,242.20921155654
445,13,259.92559321982003
446,13,277.91434585276
447,13,148.1802262784
448,13,156.18905140646999
449,13,150.57229358165
450,14,227.08349858236
451,14,200.68666258409002
452,14,289.45112120369
453,14,162.06693720581998
454,14,148.85193585251002
455,14,238.44401543143996
456,14,283.87479833218
457,14,192.07013747793
458,14,170.78072457705
459,14,222.13075775356003
460,14,153.72345280032
461,14,229.79783991801003
462,14,267.10581423559
463,14,239.01596402555
464,14,141.17473454191003
465,14,204.30619622077998
466,14,215.10651427147
467,14,312.4247780216
468,14,271.08318063069
469,14,226.37428706793
470,14,289.23065558014997
471,14,180.94215097316
472,14,212.97972672458
473,14,293.97781339355
474,14,298.10961471481005
475,14,262.59729574871
476,14,251.57460450755002
477,14,202.03819757948003
478,14,263.26538391952005
479,14,190.90487138893997
480,14,255.42795365587003
481,14,241.96470360168
482,14,281.4080883754
483,14,209.41007910369999
484,14,258.26243500454
485,14,265.48619174392
486,14,187.67465275136001
487,14,236.18726283677003
488,14,302.47367991877
489,14,234.17222668731003
490,14,214.80325301084
491,14,250.0063420193
