,Modelo,MAE,MSE,MAPE,r2,random_state,time
0,Linear_Regression,37.718384772486175,48.1067602969248,16.838313307850473,0.7782187114379963,0,0.022237300872802734
1,Linear_Regression,37.64473647558849,47.73792389246058,16.541893557956357,0.7763973501750357,1,0.01812458038330078
2,Linear_Regression,37.481142936222845,47.527842377622534,16.31548507465882,0.7780190981689636,2,0.02196788787841797
3,Linear_Regression,37.77165909841354,47.96006851002631,16.631040883352117,0.7776823490800826,3,0.018422842025756836
4,Linear_Regression,37.71094966031799,48.022789822334424,16.795798612613723,0.7759551178065671,4,0.034255027770996094
5,Linear_Regression,37.88653621476608,48.07154817186718,16.743243984499763,0.7764263538505729,5,0.016714096069335938
6,Linear_Regression,37.25639058659031,47.25415790995675,16.100840273313484,0.7786766499759668,6,0.03794574737548828
7,Linear_Regression,37.60949363444096,47.636387264832244,16.366785013217672,0.7780592817748423,7,0.02907419204711914
8,Linear_Regression,37.57796990018321,47.64417043059459,16.31012050074844,0.7798570592006553,8,0.018076658248901367
9,Linear_Regression,37.64608966298273,47.85500454660525,16.62660293387569,0.7777300542454917,9,0.03457951545715332
10,Linear_Regression,37.38917990628882,47.11818049027083,15.683977328491135,0.7798851686521757,10,0.018566370010375977
11,Linear_Regression,37.25413304423583,47.28102826143278,15.984777108158008,0.7778025715719151,11,0.03527259826660156
12,Linear_Regression,37.39584024201775,47.35859152086843,16.222344909174875,0.7790936815430046,12,0.01834893226623535
13,Linear_Regression,37.43863121075246,47.52502295513627,16.318400321233074,0.7772110840130494,13,0.027714967727661133
14,Linear_Regression,37.49654646628671,47.716161897480404,16.481682568522736,0.7791176969936099,14,0.027762413024902344
15,Linear_Regression,37.17613581262065,47.22960593514651,16.07878353427516,0.7789373746372681,15,0.02004528045654297
16,Linear_Regression,37.47723851408603,47.96820619321188,16.76966627765176,0.7810396593093832,16,0.03820967674255371
17,Linear_Regression,37.43851679564695,47.587980909823926,16.38122805006655,0.7793103267453669,17,0.03696942329406738
18,Linear_Regression,37.740798183835686,47.86359086313254,16.396154390645826,0.7794806889502863,18,0.03616809844970703
19,Linear_Regression,37.54845031986508,47.645866827286326,16.40193935565568,0.777118496528911,19,0.017717838287353516
20,Linear_Regression,37.56626909448094,47.75971634036373,16.483245247591306,0.7763864596714503,20,0.01797032356262207
21,Linear_Regression,37.4754321338569,47.32344122986999,15.99728633443536,0.777405864719767,21,0.01802349090576172
22,Linear_Regression,37.428840770225435,47.75886174850962,16.587720899410577,0.7796396789413311,22,0.03500652313232422
23,Linear_Regression,37.4521148869693,47.86951932610728,16.93937975808362,0.7797247514446025,23,0.03233695030212402
24,Linear_Regression,37.6084778378449,47.961122036068986,16.894576626235494,0.7793312687155087,24,0.014620065689086914
25,Linear_Regression,37.53009149441609,47.53215341177524,16.305322842105113,0.7782236842423278,25,0.03573131561279297
26,Linear_Regression,37.420727011954106,47.67986660126141,16.473633447181758,0.7809601432892317,26,0.042090415954589844
27,Linear_Regression,37.70730988190408,47.8742073379997,16.50621900368262,0.7802641262967361,27,0.018240928649902344
28,Linear_Regression,37.31428392822821,47.080697863176596,15.703213791004455,0.7769067957681379,28,0.03339672088623047
29,Linear_Regression,37.493813371334625,47.41735583745076,15.966863889441305,0.7799770308287789,29,0.04016995429992676
30,Linear_Regression,37.58587582556213,47.78844427682037,16.55649413731549,0.7777020491175649,30,0.023295879364013672
31,Linear_Regression,37.22320580779623,47.12136120716993,15.863192201506696,0.778776119543549,31,0.019031524658203125
32,Linear_Regression,37.969884319120375,48.42111751893936,17.10432164679017,0.7786924339275563,32,0.03725099563598633
33,Linear_Regression,37.41814233861585,47.61164977328316,16.27970036294878,0.7794704607792088,33,0.038933753967285156
34,Linear_Regression,37.471066291641165,47.631430274953644,16.43723866638496,0.7801522453025108,34,0.019930362701416016
